cve_id,description,source,is_cellular_related,detailed_description,predicted_user_symptoms
CVE-2023-20632,"-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where in",https://www.chipsets.org/devices/230,True,"In usb, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628506; Issue ID: ALPS07628506.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional slow performance when connecting USB devices, such as external storage or peripherals.
- Minor glitches or delays when transferring files between the device and a computer via USB.

#### **Moderate:**
- USB-connected devices, such as headphones or keyboards, may"
CVE-2023-20633,"-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instanc",https://www.chipsets.org/devices/230,True,"In usb, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628508; Issue ID: ALPS07628508.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional slowdowns when transferring data between the device and USB peripherals.
- Minor glitches or delays when connecting the device to a computer via USB for file transfers.

#### **Moderate:**
- USB-connected devices, such as keyboards or mice, may intermitt"
CVE-2023-20634,"CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Political",https://www.chipsets.org/devices/230,True,"In widevine, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07635697; Issue ID: ALPS07635697.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice minor glitches or delays when streaming DRM-protected content, such as movies or music, due to the compromised Widevine component.
- Occasional app crashes or freezes when attempting to play protected media files, requiring a restart of the app.

#### **Moder"
CVE-2023-20652,info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceHonor Play7T ProOverviewRelease Date (est.)Apr 2023ChipsetMT6833VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained fr,https://www.chipsets.org/devices/476,True,"In keyinstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628168; Issue ID: ALPS07589135.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice minor glitches or delays when opening certain system apps or settings.
- Occasional lag in UI responsiveness, particularly when performing tasks that require system-level access.

#### **Moderate:**
- Some users might experience intermittent app crashes, especially those that require elevated"
CVE-2023-20653,"ts Vulnerabilities DeviceHonor Play7T ProOverviewRelease Date (est.)Apr 2023ChipsetMT6833VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consis",https://www.chipsets.org/devices/476,True,"In keyinstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628168; Issue ID: ALPS07589144.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice minor glitches in system applications, such as settings not saving correctly or UI elements not displaying as expected.
- Occasional slowdowns in app performance, particularly when accessing system settings or security features.

#### **Moderate:**
- Users experience intermittent issues with"
CVE-2023-20654,"viewRelease Date (est.)Apr 2023ChipsetMT6833VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. Ho",https://www.chipsets.org/devices/476,True,"In keyinstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628168; Issue ID: ALPS07589148.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users might notice minor glitches or lag when performing system updates or installing new applications.
- Occasional slowdowns in app performance, particularly those that require elevated permissions or system-level access.

#### **Moderate:**
- Intermittent failures in system services, such as"
CVE-2023-20655,"ulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reli",https://www.chipsets.org/devices/476,True,"In mmsdk, there is a possible escalation of privilege due to a parcel format mismatch. This could lead to local code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07203022; Issue ID: ALPS07203022.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users might notice minor glitches or slowdowns in certain apps that rely on multimedia services, such as photo or video editing apps.
- Occasional app crashes or restarts when trying to access media files or services.

#### **Moderate:**
- Users experience frequent app"
CVE-2023-20656,"SeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the informatio",https://www.chipsets.org/devices/476,True,"In geniezone, there is a possible out of bounds write due to a logic error. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07571494; Issue ID: ALPS07571494.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional slowdowns in app performance, particularly those that require system-level permissions.
- Some applications might take longer to launch or respond, especially after a system update.

#### **Moderate:**
- Users might experience unexpected app crashes, particularly those that heavily"
CVE-2023-20657,"acturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to",https://www.chipsets.org/devices/476,True,"In mtee, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07571485; Issue ID: ALPS07571485.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Occasional app crashes or freezes, especially when performing tasks that require system-level permissions.
- Slightly slower device performance when running multiple applications simultaneously.

#### **Moderate:**
- Users may experience unexpected reboots of their devices when using apps that require elevated privileges,"
CVE-2023-20659,"STN/AN/AApr 2023Apr 2023CVE-2023-20652HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases whe",https://www.chipsets.org/devices/476,True,"In wlan, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07588413; Issue ID: ALPS07588413.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional slowdowns in Wi-Fi connectivity, particularly when streaming video or downloading large files.
- Minor glitches in app performance when connected to Wi-Fi, such as brief freezes or lag.

#### **Moderate:**
- Intermittent Wi-Fi disconnections"
CVE-2023-20664,"HTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20653HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for ins",https://www.chipsets.org/devices/476,True,"In gz, there is a possible double free due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07505952; Issue ID: ALPS07505952.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice a slight delay in system responsiveness when performing tasks that involve cellular network interactions, such as sending messages or loading web pages.
- Occasional app freezes or slowdowns, particularly in apps that heavily utilize network resources.

#### **Moderate:**
- Users"
CVE-2023-20665,"53HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20654HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20655HIGHN/AN/AN/AApr 2023Apr 2023CVE-2023-20656HIGHVIRTUALIZATIONOSN/AApr 2023Apr 2023CVE-2023-20657HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20659MEDIUMWIFIN/AN/AApr 2023N/ACVE-2023-20664MEDIUMN/AN/AN/AApr 2023N/ACVE-2023-20665MEDIUMCELLULAROSN/AApr 2023N/A247 of 516 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Polit",https://www.chipsets.org/devices/476,True,"In ril, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628604; Issue ID: ALPS07628604.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional glitches or delays when accessing certain apps that rely on cellular data.
- Slightly slower response times when switching between different network types (e.g., from 4G to Wi-Fi).

#### **Moderate:**
- Intermittent connectivity issues"
CVE-2023-20694,Chipsets.orgDevice info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview BV5300 ProOverviewRelease Date (est.)May 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. ,https://www.chipsets.org/devices/224,True,"In preloader, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07733998 / ALPS07874388 (For MT6880 and MT6890 only); Issue ID: ALPS07733998 / ALPS07874388 (For MT6880 and MT6890 only).","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice occasional slowdowns when launching apps or performing tasks that require system-level resources.
- Minor glitches in the user interface, such as flickering or temporary freezes, may occur without causing significant disruption.

#### **Moderate:**
- Users might experience unexpected app"
CVE-2023-20697,hipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview BV5300 ProOverviewRelease Date (est.)May 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage ,https://www.chipsets.org/devices/224,True,"In keyinstall, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07589148; Issue ID: ALPS07589148.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice slight delays when accessing certain apps or features that require secure data handling.
- Occasional minor glitches in UI responsiveness when performing tasks that involve sensitive data processing.

#### **Moderate:**
- Users experience intermittent issues with apps that handle sensitive information, such"
CVE-2023-20698,"rabilities DeviceBlackview BV5300 ProOverviewRelease Date (est.)May 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automati",https://www.chipsets.org/devices/224,True,"In keyinstall, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07589144; Issue ID: ALPS07589144.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice slightly longer loading times when accessing secure applications that rely on key management.
- Occasional minor glitches or delays when unlocking the device or accessing encrypted files.

#### **Moderate:**
- Some users might experience intermittent issues with app authentication, leading to repeated"
CVE-2023-20700,"Release Date (est.)May 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process",https://www.chipsets.org/devices/224,True,"In widevine, there is a possible out of bounds write due to a logic error. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07643304; Issue ID: ALPS07643304.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice minor glitches in video playback quality or occasional stuttering when streaming DRM-protected content.
- Slight delays in app responsiveness when accessing media content that uses Widevine DRM.

#### **Moderate:**
- Some users might experience unexpected app closures or crashes when"
CVE-2023-20701,"VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable informati",https://www.chipsets.org/devices/224,True,"In widevine, there is a possible out of bounds write due to a logic error. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07643270; Issue ID: ALPS07643270.","### **Predicted User-Experienced Symptoms:**

#### **Mild:**
- Users may notice a slight delay in video streaming or playback, especially when using DRM-protected content.
- Occasional minor glitches or artifacts in video quality during playback of streaming services.

#### **Moderate:**
- Video streaming apps may crash or freeze unexpectedly, requiring"
CVE-2023-20707,"esIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20694HIGHBOOTFIRMWAREN/AMay 2023May 2023CVE-2023-20697HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20698HIGHTRUSTN/AN/AMay 2023May 2023CVE-2023-20700MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20701MEDIUMGPUN/AN/AMay 2023N/ACVE-2023-20707MEDIUMCELLULAROSN/AMay 2023N/ACVE-2023-20708MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20709MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20710MEDIUMTRUSTN/AN/AMay 2023N/ACVE-2023-20711MEDIUMTRUSTN/AN/AMay 2023N/A194 of 417 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a part",https://www.chipsets.org/devices/224,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628556; Issue ID: ALPS07628556.","### **Predicted User-Experienced Symptoms for CVE-2023-20707:**

#### **Mild:**
- Users may notice occasional slowdowns in app performance, particularly those that rely on cellular data.
- Minor glitches in the user interface, such as delayed response when interacting with network-related settings.

#### **Moderate:**
-"
